tag,user_application_count,tagged_movie_count,user_tag_user_count,genome_tag_id,matched_movie_count,mean_genome_relevance
they are always talking,1,1,1,,,
they based all actor's accents on colin farrel's accent,1,1,1,,,
they don't even go to mars!,1,1,1,,,
they fight for us,1,1,1,,,
they just talk about this crappy joke,1,1,1,,,
they might be giants,1,1,1,,,
they never get his nose right,1,1,1,,,
they screwed up the mandarin,1,1,1,,,
they should have taken a saw ii the final print!!,1,1,1,,,
they're always spot on!,1,1,1,,,
thick accents,1,1,1,,,
thief and cop,1,1,1,,,
thight plot,1,1,1,,,
thin characters,1,1,1,,,
thin dialogue,1,1,1,,,
thin premise,1,1,1,,,
think of the acting...,1,1,1,,,
thinks it's cleverer than it is,1,1,1,,,
thinnes,1,1,1,,,
third movie curse,1,1,1,,,
third part,1,1,1,,,
this classic film addresses two current issues ptsd and mental health,1,1,1,,,
this is a fun family movie. if you like victorian style british novels,1,1,1,,,
this is best movie n world,1,1,1,,,
this is funny,1,1,1,,,
this is my absolute favourite movie ever.,1,1,1,,,
this is my happy face,1,1,1,,,
this is not!,1,1,1,,,
this is the archetypal 'good sci-fi action' movie. it simply doesn't get better than this.,1,1,1,,,
this is the nicely acted story with some good moments,1,1,1,,,
this is the wierdest movie i ever liked,1,1,1,,,
this is the worst movie of all time someone should be hurt,1,1,1,,,
"this is what they say ""the notebook"" was",1,1,1,,,
this is when michael douglas use to act,1,1,1,,,
this movie is one of the best movies of all time.  everyone should watch this movie. it is perfect.,1,1,1,,,
this movie is perfect,1,1,1,,,
this movie is pretty...pretty gay,1,1,1,,,
"this movie should have been called ""how cocaine ruined disney""",1,1,1,,,
this movie sucked,1,1,1,,,
this movie will induce vomitting,1,1,1,,,
this one is real funny. it is also nice. but seems to have a factory finish to it.,1,1,1,,,
this series is shit,1,1,1,,,
this tag is my contribution to movielens,1,1,1,,,
this would have been funnier if it was a horror film,1,1,1,,,
thom yorke,1,1,1,,,
thomas balmes,1,1,1,,,
thomas balmès,1,1,1,,,
thomas guard,1,1,1,,,
thomas ian nicholas,1,1,1,,,
thomas j. wright,1,1,1,,,
thomas jahn,1,1,1,,,
thomas langmann,1,1,1,,,
thomas lennon,1,1,1,,,
thomas michael donnelly,1,1,1,,,
thomas riedelsheimer,1,1,1,,,
thomas szabo,1,1,1,,,
thomas turgoose,1,1,1,,,
thoought-provoking,1,1,1,,,
thorbjørn christoffersen,1,1,1,,,
thorold dickinson,1,1,1,,,
though,1,1,1,,,
though bad for your teeth,1,1,1,,,
though slow and predictable,1,1,1,,,
though-provoking,1,1,1,,,
thought there is a sequel!,1,1,1,,,
thought-inducing,1,1,1,,,
thought-out,1,1,1,,,
thought-out concert,1,1,1,,,
thrash metal,1,1,1,,,
threatening villain,1,1,1,,,
threats,1,1,1,,,
three candies showing off their skills,1,1,1,,,
three pillows,1,1,1,,,
three-strip technicolor,1,1,1,,,
three-way duel,1,1,1,,,
thriler,1,1,1,,,
thrill-less,1,1,1,,,
throwaway,1,1,1,,,
throwaway gags,1,1,1,,,
throwing physics away,1,1,1,,,
thruth revelation,1,1,1,,,
thruthful,1,1,1,,,
thug,1,1,1,,,
thugs,1,1,1,,,
thunderstorm,1,1,1,,,
thymaya payne,1,1,1,,,
tia lessin,1,1,1,,,
tian-ming wu,1,1,1,,,
tiana,1,1,1,,,
tiananmen square,1,1,1,,,
tianjin,1,1,1,,,
tibor hernádi,1,1,1,,,
tibor takács,1,1,1,,,
tics,1,1,1,,,
tie fighter,1,1,1,,,
tied up loose ends,1,1,1,,,
tiff premier,1,1,1,,,
tiffany dupont,1,1,1,,,
tiffany freisberg,1,1,1,,,
tiger hu chen,1,1,1,,,
tight,1,1,1,,,
tilda swin,1,1,1,,,
till schauder,1,1,1,,,
tillotama shome,1,1,1,,,
tilman remme,1,1,1,,,
tim,1,1,1,,,
tim allen as a hitman,1,1,1,,,
tim burton and johnny depp,1,1,1,,,
tim burton hits another one out of the cemetery,1,1,1,,,
tim coleman,1,1,1,,,
tim conway,1,1,1,,,
tim frywell,1,1,1,,,
tim heidecker,1,1,1,,,
tim hetherington,1,1,1,,,
tim hill,1,1,1,,,
tim holt,1,1,1,,,
tim matheson,1,1,1,,,
tim mccanlies,1,1,1,,,
tim mcinnerny,1,1,1,,,
tim reid,1,1,1,,,
tim robbins performance,1,1,1,,,
tim rocks,1,1,1,,,
tim story,1,1,1,,,
tim wolochatiuk,1,1,1,,,
time capsule,1,1,1,,,
time jump,1,1,1,,,
time limit,1,1,1,,,
time management,1,1,1,,,
time manipulation,1,1,1,,,
time relationships,1,1,1,,,
time sleepers,1,1,1,,,
time wasted,1,1,1,,,
"time, beliefe, perception, limit of human mind",1,1,1,,,
time-skip,1,1,1,,,
timelapse,1,1,1,,,
timeless idea,1,1,1,,,
timeless themes,1,1,1,,,
timon and pumba,1,1,1,,,
timothy a. chey,1,1,1,,,
timothy busfield,1,1,1,,,
timothy daly,1,1,1,,,
timothy reckart,1,1,1,,,
timothy wheeler,1,1,1,,,
timpano,1,1,1,,,
tinker bell,1,1,1,,,
tinkering,1,1,1,,,
tinseltown,1,1,1,,,
tinted,1,1,1,,,
"tiny ""zeus"" lister",1,1,1,,,
tipical fun movie,1,1,1,,,
tippy walker,1,1,1,,,
tired,1,1,1,,,
tires,1,1,1,,,
tiresome,1,1,1,,,
tissit,1,1,1,,,
titanosaurus,1,1,1,,,
title,1,1,1,,,
title at the end,1,1,1,,,
title has no relevance,1,1,1,,,
tizza covi,1,1,1,,,
tjejfilm,1,1,1,,,
to  see,1,1,1,,,
to buy,1,1,1,,,
to kids,1,1,1,,,
to leave a kid alone,1,1,1,,,
to old,1,1,1,,,
to own,1,1,1,,,
to see: 80s,1,1,1,,,
to see: action/romance,1,1,1,,,
to see: anime,1,1,1,,,
to see: based on a book,1,1,1,,,
to see: battle royale style,1,1,1,,,
to see: documentary,1,1,1,,,
to see: horror/ghosts,1,1,1,,,
to see: jean-claude van damme,1,1,1,,,
to see: lesbian,1,1,1,,,
to see: military,1,1,1,,,
to see: sports,1,1,1,,,
to see: suggested,1,1,1,,,
to see: suicide,1,1,1,,,
to see: time travel,1,1,1,,,
to see: war funny,1,1,1,,,
toa fraser,1,1,1,,,
toads,1,1,1,,,
tobacco industry,1,1,1,,,
tobias funke cameo,1,1,1,,,
toby jones,1,1,1,,,
toby shelton,1,1,1,,,
toby wilkins,1,1,1,,,
today,1,1,1,,,
todd ahlberg,1,1,1,,,
todd carthy,1,1,1,,,
todd kessler,1,1,1,,,
todd louiso,1,1,1,,,
todd mccarthy,1,1,1,,,
todd strauss-schulson,1,1,1,,,
toga party,1,1,1,,,
tokarev,1,1,1,,,
tokusatsu,1,1,1,,,
tokyo story,1,1,1,,,
told hastily,1,1,1,,,
tolerable,1,1,1,,,
tolerable chick flick,1,1,1,,,
tolga örnek,1,1,1,,,
toliet humor,1,1,1,,,
tolstoy,1,1,1,,,
tom,1,1,1,,,
tom atkins,1,1,1,,,
tom baker was in it,1,1,1,,,
tom berninger,1,1,1,,,
tom bower,1,1,1,,,
tom burlinson,1,1,1,,,
tom conti,1,1,1,,,
tom courtenay,1,1,1,,,
tom cruise = asshole,1,1,1,,,
tom cruise cameo,1,1,1,,,
tom cruise's best role!,1,1,1,,,
tom cruise's best work,1,1,1,,,
tom decerchio,1,1,1,,,
tom donahue,1,1,1,,,
tom drake,1,1,1,,,
tom gilroy,1,1,1,,,
tom gustafson,1,1,1,,,
tom hanks gay,1,1,1,,,
tom hanks. humorous,1,1,1,,,
tom hughes,1,1,1,,,
tom kenny,1,1,1,,,
tom lin,1,1,1,,,
tom mcgowan,1,1,1,,,
tom mcnamara,1,1,1,,,
tom moore,1,1,1,,,
tom noonan,1,1,1,,,
tom peosay,1,1,1,,,
tom petty,1,1,1,,,
tom putnam,1,1,1,,,
tom ripley,1,1,1,,,
tom schulman,1,1,1,,,
tom shankland,1,1,1,,,
tom sizemore,1,1,1,,,
tom stern,1,1,1,,,
tom wolfe,1,1,1,,,
tomas gutiérrez alea,1,1,1,,,
tomatina,1,1,1,,,
tomatoes,1,1,1,,,
tomb raider,1,1,1,,,
tombstone,1,1,1,,,
tommi korpela,1,1,1,,,
tommy,1,1,1,,,
tommy avallone,1,1,1,,,
tommy flanagan,1,1,1,,,
tommy gun,1,1,1,,,
tommy morrison,1,1,1,,,
tommy walker,1,1,1,,,
tomokazu tokoro,1,1,1,,,
tomomi mochizuki,1,1,1,,,
tomoyuki takimoto,1,1,1,,,
tomu uchida,1,1,1,,,
tonal whiplash,1,1,1,,,
tone deafness,1,1,1,,,
tongue in cheek steel balls hero,1,1,1,,,
tonino valerii,1,1,1,,,
tony bill,1,1,1,,,
tony bui,1,1,1,,,
tony cervone,1,1,1,,,
tony danza,1,1,1,,,
tony giglio,1,1,1,,,
tony leung ka-fei,1,1,1,,,
tony mcnamara,1,1,1,,,
tony mitchell,1,1,1,,,
tony oliver,1,1,1,,,
tony randall,1,1,1,,,
tony shaff,1,1,1,,,
tony shalub,1,1,1,,,
tony to,1,1,1,,,
tony vitale,1,1,1,,,
too,1,1,1,,,
too 90's,1,1,1,,,
too american,1,1,1,,,
too american ending,1,1,1,,,
too anecdotic,1,1,1,,,
too bloody,1,1,1,,,
too brutal,1,1,1,,,
too cerebral,1,1,1,,,
too concrete,1,1,1,,,
too constructed,1,1,1,,,
too disturbing,1,1,1,,,
too easy for the good guys,1,1,1,,,
too explicit ending,1,1,1,,,
too explicit moral,1,1,1,,,
"too far from the real thing. and the ""darcy"" is nauseating.",1,1,1,,,
too french,1,1,1,,,
too frenzied,1,1,1,,,
too funny!!,1,1,1,,,
too heroic,1,1,1,,,
too literary,1,1,1,,,
too little content,1,1,1,,,
too long too boring,1,1,1,,,
too many cliches,1,1,1,,,
too many color highlights,1,1,1,,,
too many deaths,1,1,1,,,
too many dinosaurs,1,1,1,,,
too many dogs,1,1,1,,,
too many notes,1,1,1,,,
too many plot lines,1,1,1,,,
too many strings,1,1,1,,,
too moralistic,1,1,1,,,
too much bruce wayne not enough batman,1,1,1,,,
too much dance,1,1,1,,,
too much dialogue,1,1,1,,,
too much explanation,1,1,1,,,
too much going on,1,1,1,,,
too much metaphoric,1,1,1,,,
too much screaming,1,1,1,,,
too much sex,1,1,1,,,
too much singing,1,1,1,,,
too much snappy banter,1,1,1,,,
too much suspension of disbelief,1,1,1,,,
too much talking,1,1,1,,,
too nice,1,1,1,,,
too obvious that robin wright penn was attracted to paul newman and not kevin costner.,1,1,1,,,
too see,1,1,1,,,
too self-aware,1,1,1,,,
too similar to the hangover,1,1,1,,,
too simplistic,1,1,1,,,
too stupid to remember,1,1,1,,,
too sweet,1,1,1,,,
too upper class,1,1,1,,,
too western,1,1,1,,,
too witty,1,1,1,,,
toomas hussar,1,1,1,,,
tooth fairies,1,1,1,,,
tooth fairy,1,1,1,,,
top,1,1,1,,,
top 10 horror movies,1,1,1,,,
top 10 war film all time,1,1,1,,,
top 100,1,1,1,,,
top 5 best movies ever!,1,1,1,,,
top 5 movie,1,1,1,,,
top five,1,1,1,,,
top gun 2,1,1,1,,,
topher grace is the worst actor ever,1,1,1,,,
topic:andy kaufman,1,1,1,,,
topic:author,1,1,1,,,
topic:blackwater/cheney,1,1,1,,,
topic:brainwashing children,1,1,1,,,
topic:communication design,1,1,1,,,
topic:crossword construction,1,1,1,,,
topic:crossword tournament competition,1,1,1,,,
topic:death penalty,1,1,1,,,
topic:disease/illness,1,1,1,,,
topic:evangelism,1,1,1,,,
topic:ghandi,1,1,1,,,
topic:hugo chavez,1,1,1,,,
topic:idi amin,1,1,1,,,
topic:jane austen,1,1,1,,,
topic:johnny cash,1,1,1,,,
topic:lenny bruce,1,1,1,,,
topic:managed health care,1,1,1,,,
topic:marquis de sade,1,1,1,,,
topic:modernism,1,1,1,,,
topic:mpaa,1,1,1,,,
topic:muhammed ali,1,1,1,,,
topic:nasa,1,1,1,,,
topic:nixon presidency (usa),1,1,1,,,
topic:pearl fryar,1,1,1,,,
topic:police corruption,1,1,1,,,
topic:racism,1,1,1,,,
topic:sex work,1,1,1,,,
topic:slavery,1,1,1,,,
topic:suicide,1,1,1,,,
topic:television game show,1,1,1,,,
topic:uk class structure,1,1,1,,,
topic:union activism,1,1,1,,,
topic:venezula,1,1,1,,,
topless ducks,1,1,1,,,
topless female nudity,1,1,1,,,
topless scene,1,1,1,,,
tor johnson,1,1,1,,,
tormenting,1,1,1,,,
toronto film festival winner 1980,1,1,1,,,
toronto film festival winner 1985,1,1,1,,,
toronto film festival winner 1994,1,1,1,,,
toronto film festival winner 1995,1,1,1,,,
toronto film festival winner 1997,1,1,1,,,
toronto film festival winner 2005,1,1,1,,,
torrance california,1,1,1,,,
torres strait islands,1,1,1,,,
torro,1,1,1,,,
torture as a method of treatment,1,1,1,,,
toshiaki karasawa,1,1,1,,,
toshiaki toyoda,1,1,1,,,
toshio is soooo cute!,1,1,1,,,
toshio lee,1,1,1,,,
toshio suzuki,1,1,1,,,
toshirãƒâƒã‚â´ mifune,1,1,1,,,
toshirãƒâƒã‚âƒãƒâ‚ã‚â´ mifune,1,1,1,,,
toshiya fujita,1,1,1,,,
toshiyuki kubooka,1,1,1,,,
total and obvious cgi,1,1,1,,,
totalitarian state,1,1,1,,,
totally awesome,1,1,1,,,
totally overlooked,1,1,1,,,
totalmente excelente,1,1,1,,,
touching classic,1,1,1,,,
touching in parts,1,1,1,,,
touching romance,1,1,1,,,
touching story of friendship,1,1,1,,,
touchstone,1,1,1,,,
touchy,1,1,1,,,
tough choices,1,1,1,,,
tough cop,1,1,1,,,
tough girl,1,1,1,,,
tough love,1,1,1,,,
tough topics,1,1,1,,,
tounge in cheek,1,1,1,,,
tour,1,1,1,,,
tourette,1,1,1,,,
tourettes,1,1,1,,,
touring,1,1,1,,,
tower,1,1,1,,,
toxic relationship,1,1,1,,,
toy maker,1,1,1,,,
toyboy,1,1,1,,,
toyoo ashida,1,1,1,,,
toyota,1,1,1,,,
tps,1,1,1,,,
traci lords,1,1,1,,,
tracie thoms,1,1,1,,,
tracy,1,1,1,,,
tracy letts,1,1,1,,,
tracy reed,1,1,1,,,
tracy ullman,1,1,1,,,
tradegy,1,1,1,,,
trading bodies,1,1,1,,,
tradition,1,1,1,,,
trafficking,1,1,1,,,
tragedy in the setting of comedy,1,1,1,,,
tragic childhood,1,1,1,,,
tragic end,1,1,1,,,
tragic lovestory,1,1,1,,,
tragicomic,1,1,1,,,
trail through the woods,1,1,1,,,
trailer gives it away,1,1,1,,,
trailer park,1,1,1,,,
trailer was better than the movie,1,1,1,,,
trainer,1,1,1,,,
trainspotting,1,1,1,,,
trainspotting minus the good parts,1,1,1,,,
traitorous spies/double agents,1,1,1,,,
tramp,1,1,1,,,
trampolines,1,1,1,,,
tramway,1,1,1,,,
tranny,1,1,1,,,
tranquilizers,1,1,1,,,
transcendental,1,1,1,,,
transcendentialist,1,1,1,,,
transcends action thriller genre,1,1,1,,,
transdimensional fighting,1,1,1,,,
transendental,1,1,1,,,
transference,1,1,1,,,
transformation scene,1,1,1,,,
transformers soundrack,1,1,1,,,
transgender folklore,1,1,1,,,
transitions,1,1,1,,,
transitions a bit abruptly,1,1,1,,,
translation,1,1,1,,,
translucid aliens,1,1,1,,,
transmisogyny,1,1,1,,,
transphobic,1,1,1,,,
transplant,1,1,1,,,
transposition,1,1,1,,,
transvetism,1,1,1,,,
tranvestism,1,1,1,,,
trap,1,1,1,,,
travel film,1,1,1,,,
travis fine,1,1,1,,,
treasure hunting,1,1,1,,,
treasure of the four crowns,1,1,1,,,
tree house,1,1,1,,,
tree rape,1,1,1,,,
treehouse,1,1,1,,,
trek,1,1,1,,,
trekie,1,1,1,,,
trend maker,1,1,1,,,
trend setting,1,1,1,,,
trendy,1,1,1,,,
tres bien faite,1,1,1,,,
treva wurmfeld,1,1,1,,,
trevor fehrman,1,1,1,,,
trevor jones,1,1,1,,,
triads,1,1,1,,,
trials of youth,1,1,1,,,
tribute,1,1,1,,,
trick,1,1,1,,,
tricked to leave,1,1,1,,,
trier family,1,1,1,,,
tries to be both black comedy,1,1,1,,,
tries to be controversial,1,1,1,,,
tries to be funny,1,1,1,,,
tries to be quirky,1,1,1,,,
tries to be shocking,1,1,1,,,
trieste kelly dunn,1,1,1,,,
triggering,1,1,1,,,
trilogy:jason bourne,1,1,1,,,
trini alvarado,1,1,1,,,
trip,1,1,1,,,
triple sword,1,1,1,,,
triplets,1,1,1,,,
tripods,1,1,1,,,
tristan rogers,1,1,1,,,
tristán ulloa,1,1,1,,,
triumph,1,1,1,,,
trivial ending,1,1,1,,,
trivializes mental illness,1,1,1,,,
trojan,1,1,1,,,
tromaesque,1,1,1,,,
trope heavy,1,1,1,,,
trophy boyfriend,1,1,1,,,
trophy wife,1,1,1,,,
tror det er hans mest vellykkede film,1,1,1,,,
trouble,1,1,1,,,
troy,1,1,1,,,
troy miller,1,1,1,,,
troyan horse,1,1,1,,,
tru-stereo,1,1,1,,,
truancy,1,1,1,,,
truant,1,1,1,,,
true crime,1,1,1,,,
true meaning of love,1,1,1,,,
true story +fiction,1,1,1,,,
true story!,1,1,1,,,
true to novel,1,1,1,,,
truly awful adaptation,1,1,1,,,
truly great western,1,1,1,,,
truth about mormon history,1,1,1,,,
truth behind iraq war,1,1,1,,,
truth vs. fantasy,1,1,1,,,
truthy (i'm so honest!),1,1,1,,,
try,1,1,1,,,
try not to mistake this for an episode of alias,1,1,1,,,
trying to be fight club,1,1,1,,,
trying to be smart and failing embarrassingly,1,1,1,,,
trying too hard,1,1,1,,,
trying too hard to be indie-cool,1,1,1,,,
tuareg,1,1,1,,,
tucson az,1,1,1,,,
tudor giurgiu,1,1,1,,,
tuk-tuks,1,1,1,,,
tunisia,1,1,1,,,
tuppence middleton,1,1,1,,,
turbo-tastic!,1,1,1,,,
turhan bey,1,1,1,,,
turin,1,1,1,,,
turkey's voice,1,1,1,,,
turkmenistan,1,1,1,,,
turku,1,1,1,,,
turmeric,1,1,1,,,
turn around,1,1,1,,,
turn it up,1,1,1,,,
turnabout,1,1,1,,,
turning a new leaf,1,1,1,,,
turning life around,1,1,1,,,
turntablism,1,1,1,,,
turtles,1,1,1,,,
tutsis,1,1,1,,,
tutto quello che avreste voluto sapere sul sesso ma non avete mai osato chiedere,1,1,1,,,
tuula nyman,1,1,1,,,
tuvan throat singing,1,1,1,,,
tv channel,1,1,1,,,
tv quality,1,1,1,,,
tv series is much better,1,1,1,,,
tv show not a film,1,1,1,,,
tv-ma,1,1,1,,,
tv-quality,1,1,1,,,
twelfth night,1,1,1,,,
twenties,1,1,1,,,
twink caplan,1,1,1,,,
twins/inter-related lives?,1,1,1,,,
twist ending but not really,1,1,1,,,
twist endings,1,1,1,,,
twist that wasn't,1,1,1,,,
twist the dance,1,1,1,,,
twisted end,1,1,1,,,
twisted fairytale,1,1,1,,,
twisted genius,1,1,1,,,
twisted morale,1,1,1,,,
twisted time line,1,1,1,,,
twisty,1,1,1,,,
two colors: black and red,1,1,1,,,
two great actors,1,1,1,,,
two men war,1,1,1,,,
two thumbs up!,1,1,1,,,
two wrongly-judged eighteen-year-olds making love with vampires,1,1,1,,,
tx,1,1,1,,,
ty burrell,1,1,1,,,
tyler gillett,1,1,1,,,
tyler hoechlin,1,1,1,,,
tyler labine,1,1,1,,,
tyler measom,1,1,1,,,
tyler posey ii,1,1,1,,,
tylsã¤,1,1,1,,,
tymon tymanski,1,1,1,,,
typecasting,1,1,1,,,
typhus,1,1,1,,,
typical comedy,1,1,1,,,
typical john grisham,1,1,1,,,
typical john houston,1,1,1,,,
typical julia roberts,1,1,1,,,
typical plot,1,1,1,,,
typical ron howard,1,1,1,,,
typical tom hanks,1,1,1,,,
typically french,1,1,1,,,
typically tarantino,1,1,1,,,
tyra banks,1,1,1,,,
tyranny vs. digniity of individual. personofies debauched nature of tyrants.,1,1,1,,,
tyron montgomery,1,1,1,,,
tã©a leoni was not the gaffer on this movie,1,1,1,,,
téa leoni,1,1,1,,,
u can touch the fish,1,1,1,,,
u.n.,1,1,1,,,
u.s. version,1,1,1,,,
u.s.s. blueback,1,1,1,,,
u.s.s. carl vinscon (cvn-70),1,1,1,,,
u.s.s. coral sea,1,1,1,,,
u.s.s. missouri,1,1,1,,,
u.s.s. oriskany (cv 34),1,1,1,,,
u.s.s. ranger (cv 61),1,1,1,,,
u.s.s. reuben james,1,1,1,,,
u.s.s. ticonderoga (cv-14),1,1,1,,,
u.s.s. yorktown (cvs-10),1,1,1,,,
ub iwerks,1,1,1,,,
ubaldo ragona,1,1,1,,,
uberto pasolini,1,1,1,,,
uderzo,1,1,1,,,
ufc,1,1,1,,,
ufo lore,1,1,1,,,
uggie,1,1,1,,,
ugliness of the commoner,1,1,1,,,
ugly = bad,1,1,1,,,
ugly art design,1,1,1,,,
ugly cg,1,1,1,,,
ugly cinematography,1,1,1,,,
ugly female lead,1,1,1,,,
ugo gregoretti,1,1,1,,,
uk music,1,1,1,,,
uk-usa,1,1,1,,,
ukulele,1,1,1,,,
ulcer,1,1,1,,,
ulhas,1,1,1,,,
ulrich muhe,1,1,1,,,
ultimate cut,1,1,1,,,
ultimate weapon,1,1,1,,,
ultimately cliched,1,1,1,,,
ultralight,1,1,1,,,
ultraman,1,1,1,,,
ultraviolence,1,1,1,,,
umesh shukla,1,1,1,,,
un certain regard,1,1,1,,,
un-bond-like,1,1,1,,,
un-lynch,1,1,1,,,
un-western culture,1,1,1,,,
unable to have orgasms,1,1,1,,,
unanswered love,1,1,1,,,
unauthorized love,1,1,1,,,
unbearable at times,1,1,1,,,
unbelievable accents,1,1,1,,,
unbelievably badly written,1,1,1,,,
unbelievably evil villain cliche,1,1,1,,,
unbelievably sad,1,1,1,,,
unbelievably sexist (even for its time),1,1,1,,,
unbelievably stupid,1,1,1,,,
unbeliveable situation,1,1,1,,,
uncertain rating,1,1,1,,,
unchallenging,1,1,1,,,
uncharacteristic,1,1,1,,,
uncharacteristic behavior,1,1,1,,,
unclear character motives,1,1,1,,,
unclear message,1,1,1,,,
uncomplicated,1,1,1,,,
uncompromising,1,1,1,,,
unconventional addiction,1,1,1,,,
unconventional ending,1,1,1,,,
unconventional love story,1,1,1,,,
unconvincing action scenes,1,1,1,,,
unconvincing premise,1,1,1,,,
unconvincing romance,1,1,1,,,
uncooperative characters,1,1,1,,,
uncritical,1,1,1,,,
uncut version,1,1,1,,,
undecided,1,1,1,,,
under played,1,1,1,,,
under water,1,1,1,,,
under-rated,1,1,1,,,
underage,1,1,1,,,
underappreciated,1,1,1,,,
undercover agent,1,1,1,,,
underdog triumph,1,1,1,,,
underestimates the viewer,1,1,1,,,
underground city,1,1,1,,,
underground economy,1,1,1,,,
underground trains,1,1,1,,,
undertaker,1,1,1,,,
underwater base,1,1,1,,,
underwear,1,1,1,,,
underworld,1,1,1,,,
unengaging characters,1,1,1,,,
unengaging plot,1,1,1,,,
unengaging sequel,1,1,1,,,
unerotic,1,1,1,,,
unetical,1,1,1,,,
uneven acting,1,1,1,,,
uneven cast,1,1,1,,,
uneven pace,1,1,1,,,
uneventful,1,1,1,,,
unexpected classic from spielberg,1,1,1,,,
unexpected end,1,1,1,,,
unexpected guests,1,1,1,,,
unexpected love,1,1,1,,,
unexpectedly terrifying,1,1,1,,,
unexplained things,1,1,1,,,
unexplained tom bombadil monster-characters,1,1,1,,,
unexploded ordnance disposal,1,1,1,,,
unfair marriage,1,1,1,,,
unfairly panned by fanboys,1,1,1,,,
unfaithfulness in loving relations,1,1,1,,,
unforgettable,1,1,1,,,
unfortunate lack of theme,1,1,1,,,
unfortunate similarity to real life,1,1,1,,,
unfulfilled destiny,1,1,1,,,
unicorn,1,1,1,,,
uniforms,1,1,1,,,
unintentional humor,1,1,1,,,
unintentional kitsch,1,1,1,,,
unintentional pastiche,1,1,1,,,
unintentionally humourous dialogue,1,1,1,,,
unintentionally laughable,1,1,1,,,
unintentionally serious,1,1,1,,,
uninteresting characters,1,1,1,,,
uninteresting charecters,1,1,1,,,
uninteresting people,1,1,1,,,
union street,1,1,1,,,
union strike women,1,1,1,,,
unique idea,1,1,1,,,
unique lexicon,1,1,1,,,
unique style,1,1,1,,,
united states history,1,1,1,,,
universal horror,1,1,1,,,
universitate,1,1,1,,,
university students,1,1,1,,,
unlikable,1,1,1,,,
unlikable love interest,1,1,1,,,
unlikeable,1,1,1,,,
unlikely ending,1,1,1,,,
unlikely plot turns,1,1,1,,,
unlikely premise,1,1,1,,,
unmarried sex,1,1,1,,,
unmemorable,1,1,1,,,
unmemorable antagonists,1,1,1,,,
unmet expectations,1,1,1,,,
unmoving emotions,1,1,1,,,
unnecessarily confusing,1,1,1,,,
unnecessarily evil villain,1,1,1,,,
unnecessarily sad,1,1,1,,,
unnecessary action scenes,1,1,1,,,
unnecessary cursing,1,1,1,,,
unnecessary effects,1,1,1,,,
unnecessary f bomb,1,1,1,,,
unnecessary f bombs,1,1,1,,,
unnecessary gore,1,1,1,,,
unnecessary music,1,1,1,,,
unnecessary twist ending,1,1,1,,,
unnecessary-suffering,1,1,1,,,
unneseccary scenes,1,1,1,,,
unobtainium,1,1,1,,,
unorganized,1,1,1,,,
unrealised ideas by creators,1,1,1,,,
unrealistic comedy,1,1,1,,,
unrealistic crap,1,1,1,,,
unrealistic depiction of race relationships,1,1,1,,,
unrealistic kid's movie,1,1,1,,,
unrealistic plot connections,1,1,1,,,
unrealistic representation of geologists,1,1,1,,,
unrealistic story,1,1,1,,,
unrealistic use of a.i.,1,1,1,,,
unreaslistic,1,1,1,,,
unredeemed,1,1,1,,,
unrelatable,1,1,1,,,
unrelatable characters,1,1,1,,,
unreliable narrator,1,1,1,,,
unrepentant cheating liar,1,1,1,,,
unrevealed monster,1,1,1,,,
unromantic,1,1,1,,,
unsafe drill use,1,1,1,,,
unsafisfying,1,1,1,,,
unsatisfactory explanation,1,1,1,,,
unscary cat like sounds,1,1,1,,,
unseen killer,1,1,1,,,
unsexy sex scenes,1,1,1,,,
unsociable people,1,1,1,,,
unsung masterpiece,1,1,1,,,
unthrilling,1,1,1,,,
untold stories,1,1,1,,,
untrustworthy narrator,1,1,1,,,
untruthful,1,1,1,,,
unusual love story,1,1,1,,,
unwanted kiss,1,1,1,,,
up its own ass,1,1,1,,,
updated class,1,1,1,,,
updated shakespeare,1,1,1,,,
upper west side,1,1,1,,,
upsetting,1,1,1,,,
upside down toast,1,1,1,,,
ur,1,1,1,,,
uranium,1,1,1,,,
urban life and every day stupid funny things you see.,1,1,1,,,
urban/rural tension,1,1,1,,,
urlaub,1,1,1,,,
ursula,1,1,1,,,
ursula meier,1,1,1,,,
us air force,1,1,1,,,
us army,1,1,1,,,
us citizen,1,1,1,,,
us civil war,1,1,1,,,
us glorification,1,1,1,,,
us legal system,1,1,1,,,
us presidential election/politics,1,1,1,,,
us senate,1,1,1,,,
usa disgrace other country,1,1,1,,,
usa government,1,1,1,,,
usa propaganda,1,1,1,,,
usa saves the world again,1,1,1,,,
usa saving the world,1,1,1,,,
usda,1,1,1,,,
used before footage,1,1,1,,,
used to not like this,1,1,1,,,
useful,1,1,1,,,
useless use of violence,1,1,1,,,
useless weapons,1,1,1,,,
usn,1,1,1,,,
utrolig flot. meget simpel. den starter desværre en del bedre end den slutter synes jeg.,1,1,1,,,
utterly fails to do justice to the book,1,1,1,,,
utterly pedestrian cinematography,1,1,1,,,
utterly predictable ensemble flick,1,1,1,,,
uuuuuuuh...wonderful,1,1,1,,,
vacation gone wrong,1,1,1,,,
vacuum cleaner salesman,1,1,1,,,
vagabond,1,1,1,,,
vague,1,1,1,,,
vague ending,1,1,1,,,
vague statistics,1,1,1,,,
vaguely embarrassing 70s take on sex,1,1,1,,,
val kilmer is great!!!!,1,1,1,,,
val kilmer is great!!!!!,1,1,1,,,
